subjects	S	distractor	R	rt
4	word	absent	nonword	0.381079244419313
4	nonword	absent	nonword	0.36159918927937
4	nonword	present	word	0.532541740565671
4	nonword	present	nonword	0.803587953671002
4	nonword	absent	nonword	0.583429090928708
4	nonword	absent	nonword	0.202335897099719
4	nonword	present	nonword	0.577305765439964
4	nonword	absent	nonword	0.326925524218625
4	word	absent	word	0.501143955904083
4	nonword	absent	nonword	0.806078339753129
4	nonword	present	nonword	0.864381381532192
4	nonword	absent	word	0.168729311392675
4	word	present	nonword	0.672529099249813
4	nonword	absent	nonword	0.1455225602545
4	nonword	present	nonword	0.157858162657328
4	word	present	nonword	0.358833666739275
4	nonword	absent	word	0.405177462942655
4	nonword	absent	nonword	0.420875197219176
4	word	absent	word	0.218657439376015
4	nonword	present	nonword	0.288724353511273
4	nonword	present	nonword	0.198052031271613
4	nonword	present	nonword	0.198086122898936
4	nonword	absent	nonword	0.992557205780239
4	word	present	nonword	0.524559633410608
4	nonword	present	word	0.214326008778931
4	nonword	absent	nonword	0.35843331318459
4	word	present	word	0.183059053779832
4	word	absent	word	0.177748304103721
4	nonword	present	nonword	0.430348977443085
4	word	absent	word	0.319507243871646
4	nonword	present	word	0.33732413916258
4	nonword	absent	nonword	0.354565787975792
4	word	absent	word	0.454836499954648
4	nonword	present	nonword	0.186443520132598
4	word	absent	word	0.498646144942576
4	nonword	absent	nonword	0.147314078582139
4	word	present	nonword	1.41788468674771
4	word	present	word	0.410884156103584
4	nonword	present	word	0.755671930472972
4	nonword	present	nonword	0.222644880810646
4	nonword	present	nonword	0.543341036938992
4	nonword	present	nonword	0.313070611686889
4	nonword	absent	word	0.189852667663703
4	nonword	present	nonword	0.238303970489837
4	word	absent	word	0.513329990103203
4	nonword	absent	nonword	0.183485655356916
4	word	present	word	0.307805089245388
4	nonword	present	nonword	0.262980396064628
4	word	present	nonword	0.51759289717745
4	word	absent	word	0.186404110838241
4	word	absent	word	0.278706588852899
4	word	absent	word	0.613084357398446
4	nonword	present	nonword	0.430089173040551
4	word	present	nonword	0.232651734963004
4	nonword	absent	nonword	0.116513463388742
4	nonword	present	nonword	0.227140809882306
4	word	present	word	0.352348355042086
4	nonword	present	nonword	0.310013666496696
4	word	absent	word	0.276424497932648
4	word	present	word	0.405372356643596
4	word	absent	word	0.216873079724211
4	nonword	present	word	0.177159494252519
4	nonword	absent	nonword	0.788280566060767
4	nonword	present	nonword	0.557479491623018
4	word	absent	word	0.166813743353181
4	word	present	word	0.767435461618805
4	word	absent	word	0.539506161234644
4	nonword	absent	nonword	0.326236387690345
4	word	present	word	0.157690275507107
4	nonword	present	nonword	0.258065752874579
4	word	present	word	0.817406503908386
4	nonword	absent	word	0.169428430535976
4	word	present	nonword	0.476902025988893
4	word	absent	word	0.232512980093868
4	nonword	present	word	0.473322541041336
4	nonword	absent	nonword	0.308699901754588
4	nonword	absent	nonword	0.27630495259665
4	nonword	absent	nonword	0.243252759091913
4	nonword	present	nonword	0.226300535707013
4	word	present	word	0.179694787255573
4	word	present	word	0.545831498915133
4	nonword	absent	nonword	0.259169831253349
4	nonword	absent	nonword	0.371291007788264
4	word	present	word	0.287418286996184
4	word	present	word	0.255702463890451
4	word	absent	word	0.421305621834847
4	word	absent	word	0.228483911249578
4	nonword	present	word	0.841774613337992
4	nonword	present	nonword	0.459212350450621
4	word	present	word	0.27070745229585
4	word	present	nonword	0.192866318698239
4	word	absent	word	0.35518288868127
4	word	present	word	1.6029188839236
4	nonword	present	nonword	0.409346769640796
4	nonword	present	word	0.557093658808174
4	nonword	present	nonword	0.287415594287472
4	nonword	absent	nonword	0.275844755200879
4	word	absent	word	0.163018066832589
4	nonword	absent	nonword	0.487488686579503
4	nonword	present	nonword	0.19298886907518
4	nonword	present	nonword	0.330183092827836
4	nonword	present	nonword	0.192147820982242
4	nonword	absent	nonword	0.815606395180405
4	word	absent	word	0.236633386972098
4	word	present	nonword	1.12830871178776
4	word	absent	word	0.321132986792847
4	nonword	absent	nonword	0.54735710155777
4	word	absent	word	0.589180030761935
4	word	present	word	0.302830690293763
4	nonword	absent	nonword	0.567962746482457
4	word	absent	nonword	0.259659412056505
4	word	absent	word	0.406144223638312
4	word	present	word	0.331345862442717
4	nonword	present	nonword	0.208941713151387
4	nonword	absent	nonword	0.367793435834122
4	nonword	present	nonword	0.4671660624852
4	nonword	present	nonword	0.765996739735457
4	word	present	word	0.266216124362284
4	nonword	present	nonword	1.03895984168285
4	word	present	word	0.104612601072417
4	word	absent	word	0.229754387612574
4	nonword	absent	nonword	0.133970326448349
4	word	present	word	0.311202585774458
4	word	present	word	0.214017665570789
4	nonword	present	nonword	0.40852593318671
4	word	present	nonword	0.480784342295925
4	word	absent	word	0.704638784893749
4	nonword	absent	nonword	0.182856670057533
4	nonword	absent	nonword	0.134956584860922
4	nonword	absent	word	0.207596975713519
4	word	absent	word	0.195963928049093
4	word	present	word	0.527567666787586
4	nonword	absent	nonword	0.729955923698162
4	word	absent	word	0.350034485899793
4	word	absent	word	0.172656186479267
4	nonword	present	nonword	0.217641938897836
4	word	absent	word	0.491386351551558
4	word	absent	word	0.494150669941319
4	word	present	nonword	0.532301385538429
4	word	present	nonword	0.334067726206502
4	nonword	present	word	0.128969026990772
4	word	absent	word	0.688985341071869
4	word	present	word	0.66594968624167
4	nonword	absent	nonword	0.330764051259322
4	nonword	present	nonword	0.26247298389562
4	nonword	present	nonword	0.532629119084589
4	nonword	absent	nonword	0.199190661166802
4	nonword	present	nonword	0.437613750894602
4	word	present	nonword	0.234432478565987
4	word	present	nonword	0.406827620282403
4	word	present	nonword	0.307804221041482
4	word	present	word	0.339985337857264
4	nonword	present	nonword	0.532264942170112
4	nonword	absent	nonword	0.435187039667493
4	word	present	word	0.217654013091315
4	nonword	present	word	0.322895623814283
4	word	absent	word	0.508408592125048
4	nonword	absent	nonword	0.287438699429852
4	word	present	word	0.757880903279933
4	word	absent	word	0.498165824143178
4	word	present	word	0.1591159432538
4	nonword	present	nonword	0.366180684891713
4	word	present	word	0.601203132973927
4	word	present	word	0.371380899348465
4	nonword	present	nonword	0.212378611681851
4	nonword	present	word	0.383609119261902
4	nonword	present	word	0.17728039038384
4	nonword	present	nonword	0.258133097510672
4	nonword	present	nonword	0.185803377505847
4	word	present	nonword	0.435798752375614
4	word	present	nonword	0.351263672701485
4	word	absent	word	0.318461962679679
4	nonword	present	nonword	0.194570032473211
4	word	absent	word	0.248021314578305
4	word	absent	word	0.308336196954955
4	word	present	word	0.193791427739786
4	nonword	absent	word	0.304874424371197
4	word	absent	word	0.216076356080227
4	word	absent	word	0.246809361797609
4	nonword	absent	word	0.150828349275342
4	nonword	absent	nonword	0.328607920146398
4	word	absent	word	0.303823237267261
4	word	present	word	0.491588494871171
4	word	absent	word	0.268512275611384
4	word	absent	nonword	0.366492813937564
4	word	absent	word	1.24388185903741
4	nonword	absent	nonword	0.626726218859486
4	word	absent	word	0.370072133389413
4	word	absent	word	0.260462128590815
4	word	present	word	0.526939423897147
4	nonword	present	nonword	0.573340112819154
4	word	absent	word	0.373563145834105
4	nonword	absent	nonword	0.381797624667033
4	nonword	absent	nonword	0.169793979524872
4	word	absent	word	0.132110481294668
4	word	absent	word	0.261715536356467
4	word	present	word	0.569241488359598
4	nonword	absent	nonword	0.487989598016118
4	nonword	present	word	1.00481042861149
4	nonword	absent	nonword	0.241826383293851
4	nonword	absent	nonword	0.263116136265896
4	nonword	present	nonword	0.97489226760183
4	word	present	word	0.207779710560672
4	nonword	present	word	0.424561056525647
4	nonword	absent	nonword	0.44480273514136
4	nonword	absent	nonword	0.332310702704684
4	nonword	absent	nonword	0.409119064077015
4	word	present	word	0.212864530346165
4	nonword	absent	nonword	1.22971897455096
4	word	absent	word	0.477160915792144
4	nonword	absent	nonword	0.608213008540267
4	word	present	word	0.176314216952807
4	nonword	present	nonword	0.456433649051659
4	word	absent	word	0.480634980226386
4	nonword	absent	nonword	0.177478159542013
4	nonword	present	nonword	0.461044412752766
4	nonword	present	nonword	0.439138305003692
4	nonword	present	nonword	0.463343281373669
4	nonword	present	nonword	0.269073800357059
4	word	absent	word	0.243313598515207
4	word	absent	word	0.292667345011384
4	word	present	nonword	0.51076836392818
4	nonword	present	nonword	0.615671979815942
4	nonword	absent	nonword	0.840924555604798
4	word	present	word	0.47500229373028
4	nonword	absent	nonword	0.240009928244203
4	nonword	present	nonword	1.03449285500382
4	word	present	word	0.182358092561854
4	nonword	absent	nonword	0.219435706029596
4	nonword	absent	nonword	0.401456968032222
4	word	absent	word	0.200221294535561
4	word	present	nonword	1.29195898427233
4	nonword	present	nonword	0.444125705929543
4	word	present	word	0.292452251132317
4	word	present	nonword	0.29475549899442
4	nonword	present	nonword	0.174342039880857
4	word	absent	word	0.302853231020446
4	word	present	word	1.57633307427827
4	nonword	absent	nonword	0.429211652423646
4	nonword	absent	nonword	0.250368739847364
4	nonword	present	nonword	0.459907532534718
4	nonword	present	word	0.823170879290606
4	nonword	absent	nonword	0.862345949304047
4	nonword	present	word	0.189199908028271
4	nonword	absent	nonword	1.48026882530748
4	nonword	present	word	0.547784921326123
4	nonword	present	nonword	0.398664479711519
4	word	present	word	0.129104714205283
4	nonword	present	nonword	0.430725913863789
4	word	present	word	0.283570287595581
4	word	absent	word	0.301439204116731
4	nonword	present	nonword	0.641356638242694
4	word	absent	word	0.140478933883732
4	word	absent	word	0.263001857573971
4	word	present	word	0.110734013338153
4	nonword	present	nonword	0.650419936446393
4	word	present	word	0.586413861472342
4	nonword	present	word	0.194616965328809
4	word	absent	word	0.752390105411591
4	nonword	absent	nonword	0.33860006909212
4	nonword	absent	nonword	0.254887440740732
4	word	present	word	0.303598894447634
4	word	present	nonword	0.222793616740744
4	nonword	absent	nonword	0.356872621439192
4	word	present	word	0.473433893583176
4	nonword	absent	nonword	0.30352225103268
4	word	absent	word	0.967306830776532
4	nonword	present	nonword	0.680146265875053
4	word	absent	word	0.734341686435446
4	word	absent	word	0.168926993619148
4	nonword	present	word	0.175546458830224
4	nonword	absent	nonword	0.154784001272938
4	nonword	present	nonword	0.516595043835676
4	word	absent	word	0.288966509317682
4	nonword	present	nonword	0.777304964933621
4	word	present	word	0.226495927252898
4	word	absent	word	0.198739628034685
4	nonword	absent	nonword	0.227888044726376
4	word	absent	word	0.258700269576296
4	nonword	present	nonword	0.17223677255792
4	word	present	word	0.975704545289943
4	word	absent	word	0.155903914866798
4	word	absent	word	0.195130197409564
4	word	present	word	0.632172006112924
4	word	present	nonword	0.122945545194064
4	nonword	absent	nonword	0.156790740911178
4	word	present	word	0.273862960704544
4	nonword	absent	nonword	0.17450095592786
4	word	absent	word	0.39808098357781
4	nonword	absent	nonword	0.450030419172017
4	word	present	word	0.178079935873038
4	nonword	absent	nonword	0.374279863461762
4	word	present	word	0.167827250945172
4	word	absent	word	0.296615416324753
4	nonword	absent	nonword	0.95944075139798
4	word	present	nonword	0.586526271673396
4	nonword	present	nonword	0.173196745584656
4	word	present	word	0.268642283332988
4	nonword	absent	word	0.138270651999019
4	word	absent	word	0.123761217772965
4	nonword	present	word	0.268144424947725
4	nonword	absent	nonword	0.22736269456433
4	nonword	present	word	0.767067672694535
4	word	absent	word	0.284415324900938
4	nonword	present	nonword	0.22201952836182
4	word	absent	word	0.304104538512576
4	word	absent	word	0.374080836512043
4	word	absent	word	0.495865303030252
4	nonword	absent	nonword	0.745723318698561
4	nonword	present	nonword	0.468484677755268
4	word	absent	word	0.239753066696033
4	word	present	nonword	0.108476774732373
4	nonword	absent	nonword	0.215389850945392
4	nonword	absent	nonword	0.329858142831631
4	nonword	absent	nonword	0.973913037730879
4	word	absent	word	0.124754157686499
4	nonword	absent	nonword	0.644030954940339
4	word	absent	word	0.207831218776672
4	nonword	present	nonword	0.475871716500163
4	word	absent	word	0.298210163241936
4	word	absent	word	0.294092542645353
4	word	absent	word	0.244333157863286
4	word	absent	nonword	0.272503344008028
4	word	absent	word	0.519964034307326
4	word	present	word	0.90854182824043
4	word	present	word	0.429124090138109
4	word	absent	word	0.303414434919866
4	word	present	word	0.249926196378791
4	nonword	present	nonword	0.439499222836031
4	nonword	absent	nonword	0.405421489951765
4	word	present	word	0.207395669160131
4	word	absent	word	0.125490583193215
4	nonword	present	word	0.387134526199933
4	nonword	absent	nonword	0.201875825402942
4	word	absent	word	0.195413266795542
4	word	present	nonword	0.827725058805281
4	nonword	absent	nonword	0.422078618808091
4	word	absent	word	0.553649187161643
4	nonword	absent	nonword	0.322794615947244
4	word	present	nonword	0.690061386355824
4	nonword	present	nonword	0.823604841221505
4	nonword	present	nonword	0.553059674267781
4	nonword	absent	nonword	0.458381237919074
4	nonword	present	word	0.480100932221505
4	nonword	present	nonword	0.228180787484697
4	word	present	word	0.129071039003885
4	nonword	present	nonword	0.2233032628502
4	word	present	word	0.561554701790569
4	word	absent	word	0.169706884784715
4	word	present	word	0.31221424518091
4	nonword	present	word	0.178595206273805
4	word	present	word	0.297042043734066
4	nonword	present	word	0.318594029342289
4	word	present	word	0.176017306125497
4	word	absent	word	0.224005025133609
4	nonword	absent	nonword	0.157789577655283
4	word	present	nonword	0.271065231916696
4	nonword	absent	nonword	0.413413394740987
4	nonword	present	nonword	0.473087866274203
4	word	absent	word	0.355772746592212
4	word	absent	word	0.770409435701313
4	nonword	present	nonword	0.330539116753966
4	word	absent	word	0.46019982654865
4	word	absent	word	0.227860648705031
4	nonword	present	word	0.280361534257821
4	nonword	absent	nonword	0.27005058927303
4	word	absent	nonword	0.178094813647738
4	word	present	word	0.225033368620009
4	word	present	nonword	0.427591422550637
4	word	present	word	0.446769947820039
4	word	present	word	0.187704174948538
4	nonword	absent	nonword	0.247234618325987
4	nonword	absent	nonword	0.203170019123502
4	word	absent	word	0.58496131828369
4	word	present	word	0.187717017104983
4	nonword	present	nonword	0.264088461661442
4	word	present	nonword	0.78813472543749
4	word	present	word	0.498352866838195
4	nonword	absent	nonword	0.369264067428092
4	nonword	absent	nonword	0.143088956438089
4	word	present	word	0.212502528121363
4	word	present	word	0.202597056427688
4	word	absent	word	0.154435981886102
4	word	present	word	0.695143671403977
4	word	present	word	0.284319610881696
4	nonword	present	nonword	0.267937467498653
4	nonword	present	word	0.1907021699105
4	word	present	word	0.205312674514585
4	word	present	word	0.489340138999696
4	word	absent	word	0.750694254726291
5	nonword	present	nonword	0.296879443532123
5	word	present	word	0.140035429874378
5	word	absent	word	0.230873886363518
5	word	absent	word	0.236707924651748
5	nonword	absent	nonword	0.247613831257356
5	nonword	absent	nonword	0.137966100186401
5	nonword	absent	nonword	0.228614506753097
5	word	present	word	0.268352527881476
5	word	present	word	0.301944111321349
5	word	present	word	0.305958214143178
5	word	absent	word	0.096741022440322
5	nonword	present	nonword	0.126248837925195
5	word	present	word	0.158166542050168
5	word	present	word	0.0881302935898014
5	nonword	absent	nonword	0.255227988972737
5	nonword	absent	nonword	0.460419940321636
5	nonword	absent	nonword	0.174521346609266
5	nonword	present	nonword	0.110085435765213
5	nonword	absent	nonword	0.153281283821649
5	nonword	absent	nonword	0.278075104621365
5	word	present	word	0.147471842777602
5	word	absent	word	0.119520862055719
5	nonword	absent	nonword	0.112493204510298
5	word	absent	word	0.195021296492697
5	nonword	present	nonword	0.300902629102291
5	word	present	word	0.630465346290253
5	word	absent	word	0.210253797874804
5	word	absent	word	0.138459370682944
5	word	absent	word	0.159401343985198
5	word	present	word	0.346130354592728
5	nonword	present	nonword	0.527139621461067
5	word	absent	word	0.175371422661239
5	nonword	present	word	0.453140954509565
5	nonword	absent	nonword	0.173048848674636
5	word	absent	word	0.126156463767984
5	word	present	word	0.149086264999407
5	word	absent	word	0.123872677020689
5	word	absent	word	0.255096310957306
5	nonword	present	nonword	0.196385732281198
5	nonword	absent	nonword	0.20124956385505
5	nonword	absent	nonword	0.113979048992575
5	nonword	present	nonword	0.315061070114587
5	word	present	word	0.168282491407843
5	nonword	present	nonword	0.386026095235076
5	word	absent	word	0.221032023064554
5	nonword	absent	word	0.245957404424543
5	word	present	word	0.220649993745429
5	nonword	absent	nonword	0.152933562239949
5	nonword	present	nonword	0.131979173100723
5	nonword	present	word	0.296033363913673
5	nonword	absent	nonword	0.427907954856788
5	word	absent	nonword	0.215002334831034
5	nonword	present	nonword	0.24460563242322
5	nonword	absent	nonword	0.309902978826957
5	word	present	word	0.171861806919319
5	word	present	word	0.097022351924171
5	word	present	word	0.459105178763791
5	word	present	word	0.290251054477573
5	word	present	word	0.165373240010673
5	nonword	absent	nonword	0.104046633450521
5	word	present	nonword	0.176146943525719
5	word	absent	word	0.203908185965457
5	nonword	absent	nonword	0.140739005760183
5	nonword	present	nonword	0.378470138739505
5	nonword	present	nonword	0.189083747069815
5	word	present	word	0.113074661998035
5	nonword	present	nonword	0.484750380682022
5	nonword	present	nonword	0.154160552100681
5	nonword	absent	nonword	0.278965313057379
5	word	present	word	0.34098759941953
5	word	absent	word	0.293342286850094
5	word	present	word	0.133683362174871
5	word	absent	word	0.664031020357154
5	word	present	word	0.138019379846215
5	word	absent	word	0.0988943813014561
5	word	present	word	0.220813424133081
5	word	absent	nonword	0.118833320305646
5	nonword	present	nonword	0.126405320214544
5	nonword	present	nonword	0.310106166823699
5	nonword	present	nonword	0.249447660340194
5	nonword	absent	nonword	0.102358209892726
5	nonword	present	nonword	0.206969754565631
5	nonword	absent	word	0.0903420434983933
5	word	present	nonword	0.125600415195585
5	word	absent	word	0.171043548239835
5	nonword	present	nonword	0.328914558088099
5	word	absent	word	0.146835132378471
5	nonword	present	nonword	0.376178029574499
5	nonword	absent	nonword	0.115976648708054
5	nonword	present	nonword	0.129212383551977
5	nonword	absent	nonword	0.185950818273382
5	nonword	absent	nonword	0.161349612113884
5	word	present	word	0.779785563600198
5	word	absent	word	0.2960531974028
5	nonword	absent	nonword	0.181784230702149
5	word	present	word	0.120521025037335
5	nonword	present	word	0.103068664342757
5	word	absent	word	0.132226806695702
5	nonword	absent	nonword	0.426305856731669
5	nonword	present	nonword	0.246158858620974
5	nonword	present	nonword	0.460305648124083
5	nonword	present	word	0.162345184817953
5	word	present	nonword	0.426762788888846
5	nonword	present	nonword	0.134630303438808
5	nonword	present	nonword	0.274315192728647
5	word	present	word	0.336527222654388
5	nonword	present	nonword	0.124357769789452
5	word	absent	word	0.151164240842692
5	word	present	word	0.19516056216827
5	nonword	present	nonword	0.126286567605685
5	word	present	word	0.108946570799788
5	nonword	absent	nonword	0.419695201043092
5	nonword	absent	nonword	0.105307536629709
5	word	present	word	0.195269257895859
5	word	absent	word	0.0967545847721235
5	nonword	present	nonword	0.156946593102425
5	word	absent	word	0.192981769861484
5	word	absent	nonword	0.263656719030842
5	nonword	absent	nonword	0.210267572557911
5	nonword	absent	nonword	0.163196700662465
5	nonword	absent	nonword	0.152843278007438
5	word	absent	word	0.56757923040888
5	nonword	absent	nonword	0.123478292909942
5	word	absent	word	0.254519552365265
5	word	absent	word	0.170380660482248
5	nonword	present	nonword	0.170471368269655
5	nonword	present	nonword	0.546815209641849
5	nonword	absent	nonword	0.1030233963823
5	nonword	present	nonword	0.169908765186797
5	word	absent	word	0.215661220085954
5	word	present	word	0.433319966851815
5	nonword	present	nonword	0.220218948314474
5	word	absent	word	0.342489703494304
5	word	absent	word	0.381087822376719
5	word	present	nonword	0.313797966470907
5	word	present	word	0.302827978750185
5	word	present	word	0.183647614593429
5	word	present	word	0.325325845868764
5	word	present	word	0.193721372510318
5	word	absent	word	0.197013942551871
5	nonword	present	nonword	0.310704296929315
5	word	absent	word	0.278268339843429
5	word	absent	word	0.193927360083264
5	word	present	word	0.138594000006998
5	word	absent	word	0.169416525364345
5	nonword	absent	nonword	0.122629505923143
5	word	present	word	0.156465941819144
5	nonword	present	nonword	0.190343174989785
5	nonword	present	nonword	0.302008500196393
5	nonword	present	nonword	0.412540332600282
5	nonword	present	nonword	0.387766041658841
5	nonword	absent	nonword	0.211982341492177
5	nonword	present	nonword	0.119181371238529
5	word	absent	word	0.384464712327994
5	nonword	absent	word	0.126225558004818
5	nonword	absent	word	0.157271825267002
5	word	present	word	0.20146661853396
5	word	absent	word	0.271855650724512
5	nonword	absent	nonword	0.207767982161421
5	word	present	word	0.478528251345975
5	word	absent	word	0.11799227938686
5	nonword	absent	nonword	0.155943763935402
5	word	present	word	0.262114660570569
5	word	present	word	0.286578755402907
5	word	absent	word	0.123226035844051
5	word	present	word	0.201365489658859
5	word	absent	word	0.104760137148606
5	word	absent	word	0.18121194156513
5	nonword	absent	word	0.429258222032046
5	nonword	present	nonword	0.229626061619751
5	word	present	word	0.366580959495752
5	nonword	absent	nonword	0.399063233433531
5	nonword	absent	nonword	0.343709235672869
5	nonword	absent	nonword	0.347853587304684
5	nonword	absent	nonword	0.231806956830829
5	nonword	absent	nonword	0.170796948244665
5	word	present	word	0.278926300580159
5	word	absent	word	0.116659731562877
5	nonword	present	word	0.234007217085763
5	nonword	absent	nonword	0.402158183291846
5	word	present	word	0.145133947679383
5	word	present	word	0.107570866475538
5	nonword	absent	nonword	0.246656399715991
5	nonword	absent	nonword	0.241673695340811
5	nonword	present	nonword	0.351101602511182
5	word	present	word	0.139956513426311
5	word	present	word	0.294722569192472
5	word	present	word	0.190742970368013
5	nonword	absent	nonword	0.211549635202285
5	word	present	word	0.23675312526111
5	nonword	absent	nonword	0.337825629468709
5	word	present	word	0.541107457420888
5	word	present	word	0.289977411389023
5	word	absent	word	0.107992762669334
5	nonword	present	nonword	0.186464228810905
5	word	absent	word	0.385816804475848
5	word	absent	word	0.112950388426934
5	word	absent	word	0.163314715553829
5	word	absent	word	0.142391097726432
5	nonword	present	nonword	0.297368701691391
5	word	present	word	0.316829676611846
5	nonword	present	nonword	0.0987278371671352
5	word	present	word	0.141206127998324
5	word	present	word	0.154770764777544
5	word	present	word	0.150053841090794
5	nonword	absent	nonword	0.193635062191672
5	nonword	absent	nonword	0.342493261437216
5	nonword	absent	nonword	0.33072994275593
5	word	absent	nonword	0.23845418304965
5	nonword	present	nonword	0.116091408089433
5	word	absent	word	0.160006836773185
5	nonword	absent	nonword	0.181787733429122
5	word	absent	word	0.155664199879844
5	nonword	absent	nonword	0.264323919718216
5	nonword	present	nonword	0.307082792712353
5	word	absent	word	0.188339823683373
5	nonword	present	word	0.353688979454197
5	word	absent	word	0.313926870946881
5	word	absent	word	0.125305879837225
5	word	present	word	0.31060086392068
5	nonword	absent	nonword	0.202101658376314
5	nonword	present	nonword	0.438066150453289
5	word	present	word	0.500826643109899
5	word	absent	word	0.271061670259867
5	nonword	absent	nonword	0.133351986674006
5	word	absent	word	0.216996967520023
5	word	absent	word	0.208402610468618
5	word	present	word	0.17021861418771
5	nonword	present	nonword	0.112920797265433
5	word	absent	word	0.138959309885165
5	nonword	absent	nonword	0.103038872449634
5	nonword	absent	nonword	0.0886294009186822
5	nonword	absent	nonword	0.359669040554719
5	nonword	present	nonword	0.301817872787681
5	nonword	present	word	0.114903245128361
5	nonword	present	word	0.448271920909997
5	word	present	word	0.143866571628828
5	nonword	absent	nonword	0.274495645388475
5	nonword	absent	nonword	0.198242782876632
5	word	present	word	0.240091419489233
5	word	absent	word	0.768633385817283
5	word	present	word	0.45675095304663
5	nonword	present	nonword	0.175135353101509
5	nonword	present	nonword	0.215012288520943
5	word	present	word	0.169045612365935
5	word	absent	word	0.135901122450454
5	word	absent	word	0.25068004487384
5	word	present	word	0.311885672694942
5	word	present	word	0.5040132199863
5	nonword	present	nonword	0.360160784587279
5	word	absent	word	0.111766688986483
5	nonword	present	nonword	0.183930200647826
5	word	present	word	0.228984432410023
5	word	present	word	0.10581807844994
5	word	absent	word	0.152873026129868
5	word	absent	nonword	0.521720161355214
5	word	present	word	0.136169410290419
5	nonword	absent	nonword	0.259538544329526
5	nonword	absent	nonword	0.106194280995295
5	nonword	present	nonword	0.135163206449271
5	nonword	absent	nonword	0.15808971587089
5	word	absent	word	0.288740487198159
5	nonword	present	nonword	0.439908372446805
5	word	present	word	0.186702161626747
5	nonword	absent	nonword	0.546547996387286
5	word	present	word	0.101589986222853
5	word	present	word	0.139765643253894
5	word	absent	word	0.339660890444456
5	word	absent	word	0.279840752503772
5	word	present	word	0.194959043077895
5	word	absent	word	0.14638016149043
5	nonword	present	nonword	0.432914027959971
5	nonword	absent	nonword	0.193802261690808
5	word	present	word	0.114795764155464
5	nonword	present	nonword	0.238960629360877
5	word	absent	word	0.18870340599418
5	word	present	word	0.342535578592272
5	word	present	word	0.210243415781075
5	nonword	absent	nonword	0.30633057855065
5	nonword	absent	nonword	0.194968530756848
5	nonword	absent	nonword	0.10398524420672
5	word	absent	word	0.138578548545451
5	word	present	word	0.344061732890418
5	word	present	word	0.272984536793449
5	nonword	absent	nonword	0.17963503541133
5	word	present	word	0.108602619164866
5	word	present	word	0.14274592908798
5	nonword	present	nonword	0.133689666606613
5	word	present	word	0.265732392085377
5	word	present	word	0.305987118856266
5	nonword	absent	nonword	0.159438419686801
5	word	present	word	0.143732924550472
5	word	present	nonword	0.247133916549811
5	word	absent	word	0.419492889426482
5	nonword	present	nonword	0.150728093923911
5	nonword	present	nonword	0.462776889746946
5	nonword	present	nonword	0.243915487543809
5	word	present	word	0.275556868219264
5	nonword	absent	nonword	0.284308286902707
5	nonword	present	nonword	0.188739200572154
5	word	present	word	0.114125634623597
5	word	present	nonword	0.275008859641815
5	nonword	present	nonword	0.191903467495904
5	nonword	present	nonword	0.129218675997445
5	nonword	present	nonword	0.15458053648725
5	word	absent	nonword	0.368438937370857
5	nonword	present	nonword	0.263238846121255
5	word	absent	word	0.114365362013027
5	word	absent	nonword	0.323381839394251
5	nonword	absent	nonword	0.342380657671595
5	word	present	word	0.24375917174356
5	nonword	absent	word	0.190380848464718
5	nonword	present	nonword	0.173195995690605
5	word	absent	word	0.20143363346551
5	word	absent	word	0.394279364472601
5	nonword	present	nonword	0.306399164089071
5	nonword	present	nonword	0.371045974542355
5	word	absent	word	0.152401515707612
5	word	absent	word	0.1452195821538
5	nonword	present	nonword	0.172005686336143
5	word	present	nonword	0.176514600634081
5	nonword	present	nonword	0.381309586759417
5	word	absent	word	0.479152282997912
5	nonword	absent	nonword	0.1369516413203
5	nonword	absent	nonword	0.114500881619454
5	nonword	absent	nonword	0.18837539096641
5	nonword	present	nonword	0.339787811808147
5	nonword	present	nonword	0.267769248242667
5	nonword	absent	nonword	0.362525198417799
5	nonword	absent	nonword	0.198505797697199
5	nonword	absent	nonword	0.173019295014477
5	nonword	present	nonword	0.207525624431377
5	nonword	present	nonword	0.267430833587663
5	nonword	present	nonword	0.103911271327453
5	nonword	present	nonword	0.153546645726704
5	nonword	absent	nonword	0.134097237596704
5	nonword	absent	nonword	0.102618741703023
5	word	absent	word	0.166551185228591
5	word	absent	word	0.108489684716754
5	word	absent	word	0.389732841714221
5	nonword	absent	nonword	0.115055132666776
5	word	absent	word	0.387996678695963
5	word	present	nonword	0.229526393665072
5	nonword	absent	nonword	0.253972506020001
5	word	present	word	0.160866302434395
5	word	present	word	0.483670376978557
5	nonword	absent	nonword	0.152758882044291
5	nonword	absent	nonword	0.274064861121908
5	nonword	absent	nonword	0.312727770591372
5	word	present	nonword	0.0902016828327331
5	word	present	word	0.277947347965525
5	word	present	word	0.142864016694584
5	nonword	present	word	0.343666625908762
5	word	absent	word	0.212295699121901
5	nonword	present	nonword	0.0956297142179844
5	word	absent	word	0.430495306675126
5	nonword	present	nonword	0.136159995272323
5	word	present	word	0.450613979028581
5	word	present	word	0.0830378800956351
5	word	present	word	0.177162724632302
5	nonword	absent	nonword	0.269822582904019
5	nonword	present	nonword	0.359572969649816
5	word	absent	word	0.389860418879276
5	word	present	nonword	0.176195298068585
5	nonword	absent	nonword	0.177225287379506
5	word	present	word	0.248622457913562
5	nonword	present	nonword	0.145990969285958
